Method,Dimension,Lambda,ARL,h,ARL_observed
ssDMEWMC,8,0.6000000000000001,1000,20.3596202998,761.3
ssDMEWMC,8,0.6000000000000001,2000,21.9092643727,2091.8
ssDMEWMC,8,0.7000000000000001,100,26.5215021115,87.2
ssDMEWMC,8,0.7000000000000001,200,27.1313368609,204.8
ssDMEWMC,8,0.7000000000000001,500,28.2194963916,309.2
ssDMEWMC,8,0.7000000000000001,1000,28.749038607,1080.9
ssDMEWMC,8,0.7000000000000001,2000,30.0176834779,1936.7
ssDMEWMC,8,0.8,100,37.8127222651,99.4
ssDMEWMC,8,0.8,200,38.4599743364,195.4
ssDMEWMC,8,0.8,500,39.941170382,575.6
ssDMEWMC,8,0.8,1000,41.533316608,1126.5
ssDMEWMC,8,0.8,2000,42.3809783776,1863.2
ssDMEWMC,8,0.9,100,56.9089930748,100.7
ssDMEWMC,8,0.9,200,59.1423178386,191.9
ssDMEWMC,8,0.9,500,60.2316575968,568.2
ssDMEWMC,8,0.9,1000,61.4355258055,938.7
ssDMEWMC,8,0.9,2000,64.1682868703,2126.2
ssDMEWMC,8,0.9500000000000001,100,76.6293292966,72.1
ssDMEWMC,8,0.9500000000000001,200,79.0733766112,222.1
ssDMEWMC,8,0.9500000000000001,500,80.7033427652,486.0
ssDMEWMC,8,0.9500000000000001,1000,81.5527342454,1108.4
ssDMEWMC,8,0.9500000000000001,2000,84.3164384886,2126.2
ssDMEWMC,9,0.05,100,0.5902535538,107.5
ssDMEWMC,9,0.05,200,0.7316533974,188.6
ssDMEWMC,9,0.05,500,0.8011267282000001,452.4
ssDMEWMC,9,0.05,1000,0.8489117915000001,915.6
ssDMEWMC,9,0.05,2000,0.9291470924,2002.8
ssDMEWMC,9,0.1,100,1.4303239430999999,92.2
ssDMEWMC,9,0.1,200,1.6419743639000002,197.3
ssDMEWMC,9,0.1,500,1.7872833806,488.8
ssDMEWMC,9,0.1,1000,1.9458902990000002,1250.9
ssDMEWMC,9,0.1,2000,1.9849296094,1597.1
ssDMEWMC,9,0.2,100,3.661468805,97.6
ssDMEWMC,9,0.2,200,3.8073252262,201.3
ssDMEWMC,9,0.2,500,4.2879607423,522.6
ssDMEWMC,9,0.2,1000,4.414055589,817.7
ssDMEWMC,9,0.2,2000,4.6681797503,1876.7
ssDMEWMC,9,0.30000000000000004,100,6.4319477218,99.5
ssDMEWMC,9,0.30000000000000004,200,6.8142345233,196.0
ssDMEWMC,9,0.30000000000000004,500,7.308697987,466.3
ssDMEWMC,9,0.30000000000000004,1000,7.6557040578999995,845.7
ssDMEWMC,9,0.30000000000000004,2000,7.917126889,2053.9
ssDMEWMC,9,0.4,100,10.0973939969,101.7
ssDMEWMC,9,0.4,200,10.4324682329,201.0
ssDMEWMC,9,0.4,500,11.503559465,387.5
ssDMEWMC,9,0.4,1000,11.8855365125,1119.3
ssDMEWMC,9,0.4,2000,12.6540919143,1974.1
ssDMEWMC,9,0.5,100,15.1659969764,102.0
ssDMEWMC,9,0.5,200,15.9025636485,183.0
ssDMEWMC,9,0.5,500,16.9387441815,497.2
ssDMEWMC,9,0.5,1000,17.7394603578,1024.8
ssDMEWMC,9,0.5,2000,18.1514213553,1886.8
ssDMEWMC,9,0.6000000000000001,100,22.011727969,114.6
ssDMEWMC,9,0.6000000000000001,200,22.9448134687,174.2
ssDMEWMC,9,0.6000000000000001,500,24.1863534746,496.6
ssDMEWMC,9,0.6000000000000001,1000,24.9037678441,867.1
ssDMEWMC,9,0.6000000000000001,2000,26.0001575948,1998.5
ssDMEWMC,9,0.7000000000000001,100,31.1636702434,77.0
ssDMEWMC,9,0.7000000000000001,200,32.5721518027,191.7
ssDMEWMC,9,0.7000000000000001,500,33.8466494551,502.9
ssDMEWMC,9,0.7000000000000001,1000,35.5065012713,983.5
ssDMEWMC,9,0.7000000000000001,2000,36.6429160395,1663.1
ssDMEWMC,9,0.8,100,45.7946421362,116.7
ssDMEWMC,9,0.8,200,46.9833530521,218.4
ssDMEWMC,9,0.8,500,48.4746789725,534.6
ssDMEWMC,9,0.8,1000,50.6712387682,968.8
ssDMEWMC,9,0.8,2000,52.3239155806,2003.2
ssDMEWMC,9,0.9,100,70.7796289734,97.8
ssDMEWMC,9,0.9,200,72.0726043241,212.4
ssDMEWMC,9,0.9,500,74.7917712423,544.0
ssDMEWMC,9,0.9,1000,77.1961208981,1028.3
ssDMEWMC,9,0.9,2000,79.4699765326,1841.0
ssDMEWMC,9,0.9500000000000001,100,96.3360508904,97.8
ssDMEWMC,9,0.9500000000000001,200,97.4949621752,207.1
ssDMEWMC,9,0.9500000000000001,500,100.82153428,567.9
ssDMEWMC,9,0.9500000000000001,1000,103.3555781385,1038.4
ssDMEWMC,9,0.9500000000000001,2000,106.0560053372,1952.9
ssDMEWMC,10,0.05,100,0.7487523024,91.4
ssDMEWMC,10,0.05,200,0.8435647126,196.2
ssDMEWMC,10,0.05,500,0.9645608919,439.4
ssDMEWMC,10,0.05,1000,1.0121670206,1025.5
ssDMEWMC,10,0.05,2000,1.0843208924,2206.8
ssDMEWMC,10,0.1,100,1.8100943987,84.2
ssDMEWMC,10,0.1,200,1.9296978706,206.8
ssDMEWMC,10,0.1,500,2.1948399246,402.6
ssDMEWMC,10,0.1,1000,2.3129483419,795.8
ssDMEWMC,10,0.1,2000,2.3471730489000002,1303.8
ssDMEWMC,10,0.2,100,4.5164650926,99.8
ssDMEWMC,10,0.2,200,4.7659361102,160.9
ssDMEWMC,10,0.2,500,5.1952945627,495.1
ssDMEWMC,10,0.2,1000,5.5019443807,984.4
ssDMEWMC,10,0.2,2000,5.5733405432000005,2165.1
ssDMEWMC,10,0.30000000000000004,100,7.8963480583,104.1
ssDMEWMC,10,0.30000000000000004,200,8.592041924,175.3
ssDMEWMC,10,0.30000000000000004,500,9.1611520726,525.0
ssDMEWMC,10,0.30000000000000004,1000,9.4806561468,885.2
ssDMEWMC,10,0.30000000000000004,2000,9.6729891443,1915.6
ssDMEWMC,10,0.4,100,12.8573985151,98.7
ssDMEWMC,10,0.4,200,13.5146382814,208.7
ssDMEWMC,10,0.4,500,14.2106454095,511.1
ssDMEWMC,10,0.4,1000,14.5965598657,1188.4
ssDMEWMC,10,0.4,2000,15.2574610527,1886.4
ssDMEWMC,10,0.5,100,19.038648339,86.2
ssDMEWMC,10,0.5,200,19.9298209011,170.6
ssDMEWMC,10,0.5,500,21.0948047041,518.1
ssDMEWMC,10,0.5,1000,21.6592961719,905.2
ssDMEWMC,10,0.5,2000,22.0697965648,1886.7
ssDMEWMC,10,0.6000000000000001,100,27.5485641725,98.4
ssDMEWMC,10,0.6000000000000001,200,29.1668628596,170.4
ssDMEWMC,10,0.6000000000000001,500,30.2104096723,465.9
ssDMEWMC,10,0.6000000000000001,1000,30.582050878,997.9
ssDMEWMC,10,0.6000000000000001,2000,31.3715930376,2100.6
ssDMEWMC,10,0.7000000000000001,100,39.3258273212,119.1
ssDMEWMC,10,0.7000000000000001,200,41.8610741091,230.2
ssDMEWMC,10,0.7000000000000001,500,42.9560708889,494.4
ssDMEWMC,10,0.7000000000000001,1000,43.3919131502,1227.6
ssDMEWMC,10,0.7000000000000001,2000,44.2921029538,2140.9
ssDMEWMC,10,0.8,100,57.5510772661,92.1
ssDMEWMC,10,0.8,200,59.972039481,199.2
ssDMEWMC,10,0.8,500,61.6595815809,493.1
ssDMEWMC,10,0.8,1000,62.2625843614,979.7
ssDMEWMC,10,0.8,2000,63.1269602077,1998.7
ssDMEWMC,10,0.9,100,89.0854190766,100.0
ssDMEWMC,10,0.9,200,91.5440236752,226.0
ssDMEWMC,10,0.9,500,93.9395198481,585.1
ssDMEWMC,10,0.9,1000,95.0881989553,899.0
ssDMEWMC,10,0.9,2000,95.9424703164,1954.7
ssDMEWMC,10,0.9500000000000001,100,120.5494375751,96.3
ssDMEWMC,10,0.9500000000000001,200,122.8391983747,171.9
ssDMEWMC,10,0.9500000000000001,500,126.2865548917,391.3
ssDMEWMC,10,0.9500000000000001,1000,127.6374725168,858.1
ssDMEWMC,10,0.9500000000000001,2000,128.1120287305,2072.6
ssDMEWMC,15,0.05,100,1.5431152344,100.0
ssDMEWMC,15,0.05,200,1.8024721854,216.7
ssDMEWMC,15,0.05,500,2.030383408,586.0
ssDMEWMC,15,0.05,1000,2.1083329018,972.7
ssDMEWMC,15,0.05,2000,2.1568671134,2106.3
ssDMEWMC,15,0.1,100,3.6814536794,90.6
ssDMEWMC,15,0.1,200,4.2030389857,234.6
ssDMEWMC,15,0.1,500,4.3733313718,518.9
ssDMEWMC,15,0.1,1000,4.6882250624,1115.5
ssDMEWMC,15,0.1,2000,4.7548303192,2054.6
ssDMEWMC,15,0.2,100,9.75720624,102.5
ssDMEWMC,15,0.2,200,10.0347284192,214.0
ssDMEWMC,15,0.2,500,10.5475789161,598.3
ssDMEWMC,15,0.2,1000,10.8102752167,887.3
ssDMEWMC,15,0.2,2000,11.067104651,2479.7
ssDMEWMC,15,0.30000000000000004,100,17.6282035529,112.8
ssDMEWMC,15,0.30000000000000004,200,18.0147859981,210.0
ssDMEWMC,15,0.30000000000000004,500,18.7137355192,529.6
ssDMEWMC,15,0.30000000000000004,1000,19.1607069444,930.5
ssDMEWMC,15,0.30000000000000004,2000,19.6771799316,2002.0
ssDMEWMC,15,0.4,100,28.7766234867,107.5
ssDMEWMC,15,0.4,200,29.5741628595,192.2
ssDMEWMC,15,0.4,500,30.1964307355,764.1
ssDMEWMC,15,0.4,1000,30.4586451941,999.6
ssDMEWMC,15,0.4,2000,31.594632881,1983.8
ssDMEWMC,15,0.5,100,43.6636780197,101.8
ssDMEWMC,15,0.5,200,44.5969806712,210.6
ssDMEWMC,15,0.5,500,45.6811491147,726.3
ssDMEWMC,15,0.5,1000,46.3843677522,1007.4
ssDMEWMC,15,0.5,2000,47.2226106792,1997.2
ssDMEWMC,15,0.6000000000000001,100,63.9683335869,111.2
ssDMEWMC,15,0.6000000000000001,200,64.4195370416,186.6
ssDMEWMC,15,0.6000000000000001,500,66.6843006963,805.2
ssDMEWMC,15,0.6000000000000001,1000,67.1149355658,972.6
ssDMEWMC,15,0.6000000000000001,2000,68.1595966667,1664.3
ssDMEWMC,15,0.7000000000000001,100,91.7780311875,94.5
ssDMEWMC,15,0.7000000000000001,200,92.5184714321,192.8
ssDMEWMC,15,0.7000000000000001,500,94.9043472844,533.1
ssDMEWMC,15,0.7000000000000001,1000,95.75396799,1015.8
ssDMEWMC,15,0.7000000000000001,2000,97.6743019632,2407.4
ssDMEWMC,15,0.8,100,131.9996782427,97.9
ssDMEWMC,15,0.8,200,134.0588020174,179.7
ssDMEWMC,15,0.8,500,136.4912857218,492.5
ssDMEWMC,15,0.8,1000,137.5937051751,934.2
ssDMEWMC,15,0.8,2000,140.3720097384,2101.6
ssDMEWMC,15,0.9,100,203.8873741336,103.4
ssDMEWMC,15,0.9,200,206.4927833514,169.2
ssDMEWMC,15,0.9,500,209.0478112838,437.9
ssDMEWMC,15,0.9,1000,210.8288468811,1042.0
ssDMEWMC,15,0.9,2000,213.9814992034,1916.3
ssDMEWMC,15,0.9500000000000001,100,270.4867955934,82.2
ssDMEWMC,15,0.9500000000000001,200,273.708344578,292.7
ssDMEWMC,15,0.9500000000000001,500,276.7939746116,494.9
ssDMEWMC,15,0.9500000000000001,1000,278.019283809,860.4
ssDMEWMC,15,0.9500000000000001,2000,279.8320176031,2165.3
ssDMEWMC,20,0.05,100,2.6433134766,100.0
ssDMEWMC,20,0.05,200,3.0262364931,188.7
ssDMEWMC,20,0.05,500,3.3410417383,520.9
ssDMEWMC,20,0.05,1000,3.4883353635,1112.7
ssDMEWMC,20,0.05,2000,3.5548313667,2190.7
ssDMEWMC,20,0.1,100,6.4615289599,99.0
ssDMEWMC,20,0.1,200,7.2272128906,199.8
ssDMEWMC,20,0.1,500,7.4864120686,594.7
ssDMEWMC,20,0.1,1000,7.6843283555,983.2
ssDMEWMC,20,0.1,2000,7.983785528,1714.2
ssDMEWMC,20,0.2,100,16.7159123537,111.3
ssDMEWMC,20,0.2,200,17.8564691986,170.1
ssDMEWMC,20,0.2,500,18.2642345615,498.0
ssDMEWMC,20,0.2,1000,18.7527578005,958.9
ssDMEWMC,20,0.2,2000,19.0664656143,2091.6
ssDMEWMC,20,0.30000000000000004,100,31.7369898992,98.0
ssDMEWMC,20,0.30000000000000004,200,32.5472517746,158.1
ssDMEWMC,20,0.30000000000000004,500,34.0907991516,426.7
ssDMEWMC,20,0.30000000000000004,1000,34.5676174365,1005.8
ssDMEWMC,20,0.30000000000000004,2000,35.3364481334,2277.6
ssDMEWMC,20,0.4,100,52.6545282482,92.0
ssDMEWMC,20,0.4,200,53.8657913142,198.0
ssDMEWMC,20,0.4,500,55.0241203169,504.5
ssDMEWMC,20,0.4,1000,56.2718318026,873.3
ssDMEWMC,20,0.4,2000,57.4608583187,1643.5
ssDMEWMC,20,0.5,100,81.5174796994,99.4
ssDMEWMC,20,0.5,200,82.0925031945,188.8
ssDMEWMC,20,0.5,500,84.0789273437,472.4
ssDMEWMC,20,0.5,1000,85.31617049,1071.0
ssDMEWMC,20,0.5,2000,86.4841849747,2192.1
ssDMEWMC,20,0.6000000000000001,100,118.7052037111,99.5
ssDMEWMC,20,0.6000000000000001,200,120.3272256888,232.8
ssDMEWMC,20,0.6000000000000001,500,121.9482784409,516.1
ssDMEWMC,20,0.6000000000000001,1000,124.2043189802,1048.4
ssDMEWMC,20,0.6000000000000001,2000,125.2265043938,2343.8
ssDMEWMC,20,0.7000000000000001,100,168.5664100311,93.1
ssDMEWMC,20,0.7000000000000001,200,171.306484233,218.6
ssDMEWMC,20,0.7000000000000001,500,173.3010171347,494.8
ssDMEWMC,20,0.7000000000000001,1000,176.0643545468,999.2
ssDMEWMC,20,0.7000000000000001,2000,177.3536137931,2459.6
ssDMEWMC,20,0.8,100,242.4107488397,101.1
ssDMEWMC,20,0.8,200,245.1933803752,201.2
ssDMEWMC,20,0.8,500,247.8258656761,478.4
ssDMEWMC,20,0.8,1000,251.1639867959,990.6
ssDMEWMC,20,0.8,2000,253.4727988422,1991.5
ssDMEWMC,20,0.9,100,364.3970825114,93.9
ssDMEWMC,20,0.9,200,366.3705759886,212.6
ssDMEWMC,20,0.9,500,368.9752255406,499.3
ssDMEWMC,20,0.9,1000,373.3162737198,1271.2
ssDMEWMC,20,0.9,2000,373.808977425,1637.5
ssDMEWMC,20,0.9500000000000001,100,443.8407430279,106.6
ssDMEWMC,20,0.9500000000000001,200,446.6122339276,200.2
ssDMEWMC,20,0.9500000000000001,500,449.5875136496,501.5
ssDMEWMC,20,0.9500000000000001,1000,450.7721051115,856.2
ssDMEWMC,20,0.9500000000000001,2000,452.4830521076,2014.2
ssDMEWMC,25,0.05,100,4.1284790039,100.1
ssDMEWMC,25,0.05,200,4.7169456787,199.8
ssDMEWMC,25,0.05,500,5.0196112915,559.9
ssDMEWMC,25,0.05,1000,5.1929055227,1025.2
ssDMEWMC,25,0.05,2000,5.3872390949,2263.6
ssDMEWMC,25,0.1,100,10.1728634426,101.2
ssDMEWMC,25,0.1,200,11.001767334,199.9
ssDMEWMC,25,0.1,500,11.4564682562,413.0
ssDMEWMC,25,0.1,1000,11.7248187349,1022.1
ssDMEWMC,25,0.1,2000,11.8301424073,1299.3
ssDMEWMC,25,0.2,100,26.5578562172,101.7
ssDMEWMC,25,0.2,200,28.1121123047,199.9
ssDMEWMC,25,0.2,500,28.9262981315,425.0
ssDMEWMC,25,0.2,1000,29.8911771169,949.2
ssDMEWMC,25,0.2,2000,30.1022265625,1999.0
ssDMEWMC,25,0.30000000000000004,100,52.4122154747,88.6
ssDMEWMC,25,0.30000000000000004,200,53.8816779681,223.3
ssDMEWMC,25,0.30000000000000004,500,54.8499989052,440.4
ssDMEWMC,25,0.30000000000000004,1000,56.1897825746,1002.8
ssDMEWMC,25,0.30000000000000004,2000,57.0416466573,1621.6
ssDMEWMC,25,0.4,100,87.3588513202,100.0
ssDMEWMC,25,0.4,200,89.3801550445,179.6
ssDMEWMC,25,0.4,500,90.79497632,575.3
ssDMEWMC,25,0.4,1000,92.8589032123,949.9
ssDMEWMC,25,0.4,2000,93.0891334585,1171.8
ssDMEWMC,25,0.5,100,133.627577397,96.4
ssDMEWMC,25,0.5,200,135.2342760335,205.8
ssDMEWMC,25,0.5,500,138.4743861136,548.7
ssDMEWMC,25,0.5,1000,139.3449859829,1419.0
ssDMEWMC,25,0.5,2000,140.2101345157,2231.2
ssDMEWMC,25,0.6000000000000001,100,193.9713169907,103.5
ssDMEWMC,25,0.6000000000000001,200,196.1422898873,170.6
ssDMEWMC,25,0.6000000000000001,500,198.8789143944,491.2
ssDMEWMC,25,0.6000000000000001,1000,200.4858350381,1268.5
ssDMEWMC,25,0.6000000000000001,2000,201.9547594574,2716.2
ssDMEWMC,25,0.7000000000000001,100,275.0176341067,111.2
ssDMEWMC,25,0.7000000000000001,200,277.8792870221,238.9
ssDMEWMC,25,0.7000000000000001,500,281.789844491,494.8
ssDMEWMC,25,0.7000000000000001,1000,282.1295607074,1006.1
ssDMEWMC,25,0.7000000000000001,2000,282.9004061051,2026.2
ssDMEWMC,25,0.8,100,393.3831843877,105.6
ssDMEWMC,25,0.8,200,31772.4650690001,157.3
ssDMEWMC,25,0.8,500,92334.89159,157.3
ssDMEWMC,25,0.8,1000,92061.9719300001,157.3
ssDMEWMC,25,0.8,2000,91863.818535,157.3
ssDMEWMC,25,0.9,100,107080.7378680001,66.9
ssDMEWMC,25,0.9,200,157399.8897225,66.9
ssDMEWMC,25,0.9,500,155706.3070999998,66.9
ssDMEWMC,25,0.9,1000,154825.2817524998,66.9
ssDMEWMC,25,0.9,2000,154125.0374774999,66.9
ssDMEWMC,25,0.9500000000000001,100,182275.8527719999,51.1
ssDMEWMC,25,0.9500000000000001,200,266625.7610775001,51.1
ssDMEWMC,25,0.9500000000000001,500,262570.8835775003,51.1
ssDMEWMC,25,0.9500000000000001,1000,260377.5192649993,51.1
ssDMEWMC,25,0.9500000000000001,2000,258584.1473324996,51.1
ssDMEWMC,50,0.05,100,13.6048046875,100.1
ssDMEWMC,50,0.05,200,19.4071862126,202.1
ssDMEWMC,50,0.05,500,20.3768633506,649.6
ssDMEWMC,50,0.05,1000,20.5119155915,1007.1
ssDMEWMC,50,0.05,2000,20.7155330774,1881.5
ssDMEWMC,50,0.1,100,42.8022021484,100.1
ssDMEWMC,50,0.1,200,48.0089168248,244.1
ssDMEWMC,50,0.1,500,48.8949824184,482.1
ssDMEWMC,50,0.1,1000,49.5393851762,1009.3
ssDMEWMC,50,0.1,2000,50.1630825778,2002.8
ssDMEWMC,50,0.2,100,130.9502753382,100.2
ssDMEWMC,50,0.2,200,137.9822560201,186.7
ssDMEWMC,50,0.2,500,139.33080798,458.7
ssDMEWMC,50,0.2,1000,140.1803632749,1106.1
ssDMEWMC,50,0.2,2000,140.9501713342,1689.7
ssDMEWMC,50,0.30000000000000004,100,257.9181748047,100.1
ssDMEWMC,50,0.30000000000000004,200,266.7564492575,187.2
ssDMEWMC,50,0.30000000000000004,500,268.361225553,442.1
ssDMEWMC,50,0.30000000000000004,1000,269.1252078448,1082.6
ssDMEWMC,50,0.30000000000000004,2000,270.4959871297,2461.7
ssDMEWMC,50,0.4,100,419.5221556511,100.1
ssDMEWMC,50,0.4,200,430.8483826604,196.7
ssDMEWMC,50,0.4,500,432.3566813197,488.7
ssDMEWMC,50,0.4,1000,433.89003412980003,1058.4
ssDMEWMC,50,0.4,2000,435.0307130127,2000.5
ssDMEWMC,50,0.5,100,621.0396621253,100.5
ssDMEWMC,50,0.5,200,634.7550656797,196.3
ssDMEWMC,50,0.5,500,636.9497498328,462.9
ssDMEWMC,50,0.5,1000,638.5577637351,964.2
ssDMEWMC,50,0.5,2000,640.2534744371,2648.6
ssDMEWMC,50,0.6000000000000001,100,47689.3632709999,82.0
ssDMEWMC,50,0.6000000000000001,200,139224.4609950001,82.0
ssDMEWMC,50,0.6000000000000001,500,139108.5619924997,82.0
ssDMEWMC,50,0.6000000000000001,1000,139076.3238524997,82.0
ssDMEWMC,50,0.6000000000000001,2000,139069.0838800003,82.0
ssDMEWMC,50,0.7000000000000001,100,160503.7794359999,71.0
ssDMEWMC,50,0.7000000000000001,200,238102.0575074998,71.0
ssDMEWMC,50,0.7000000000000001,500,237364.4421124996,71.0
ssDMEWMC,50,0.7000000000000001,1000,237001.2971074996,71.0
ssDMEWMC,50,0.7000000000000001,2000,236724.8800275003,71.0
ssDMEWMC,50,0.8,100,275290.6955760004,65.0
ssDMEWMC,50,0.8,200,407202.7958599996,65.0
ssDMEWMC,50,0.8,500,405020.9244875006,65.0
ssDMEWMC,50,0.8,1000,403876.182992499,65.0
ssDMEWMC,50,0.8,2000,402955.6193149991,65.0
ssDMEWMC,50,0.9,100,472169.3615600009,60.0
ssDMEWMC,50,0.9,200,696399.345387501,60.0
ssDMEWMC,50,0.9,500,691097.4019800002,60.0
ssDMEWMC,50,0.9,1000,688249.276204999,60.0
ssDMEWMC,50,0.9,2000,685915.3592875008,60.0
ssDMEWMC,50,0.9500000000000001,100,809849.0415600006,58.0
ssDMEWMC,50,0.9500000000000001,200,1190984.082625,58.0
ssDMEWMC,50,0.9500000000000001,500,1179236.8992250012,58.0
ssDMEWMC,50,0.9500000000000001,1000,1172852.191149999,58.0
ssDMEWMC,50,0.9500000000000001,2000,1167572.45095,58.0
